id,day,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,screen,sms,hour,day_of_week,day_of_month,month,hour_sin,hour_cos,activity_lag_1,activity_lag_2,activity_lag_3,activity_lag_4,activity_lag_5,circumplex.arousal_lag_1,circumplex.arousal_lag_2,circumplex.arousal_lag_3,circumplex.arousal_lag_4,circumplex.arousal_lag_5,circumplex.valence_lag_1,circumplex.valence_lag_2,circumplex.valence_lag_3,circumplex.valence_lag_4,circumplex.valence_lag_5,mood_avg,mood
AS14.01,2014-03-25,2014-03-25 11:30:00.000000000,-0.19640656666248021,-0.12368986355857853,0.4373781365708437,-0.24579237683370844,0.5315883515161705,-0.20178320887610257,-0.15870556147833634,0.09187258274841736,0.0887082020447593,-0.40062464553550414,0.18114982963387374,0.7728346821760377,-0.2561394597597999,-0.7957933202701075,0.9262689164505583,-0.4305338018235762,1.2604717504690401,0.43347333550117656,-0.41162605263733304,-1.0072362048590642,0.8864292639935183,-1.7009851607103348,0.48234830104456883,-0.3085041022905789,-0.42213291689137844,0.2916959850684395,1.1710397252310596,0.1630496811704388,0.1286290724882929,1.3500930775631985,0.4519958462124782,1.0948197743117958,0.4562299032195553,0.12735837214441253,-1.6572993123738562,0.2616408452697908,-0.4427357109747488,-1.1646252965672363,-0.7959030970544796,0.029486123825642578,7
AS14.01,2014-03-26,2014-03-26 11:30:00.000000000,-0.16656224400150327,-0.1256328325473864,0.7592181039362104,0.5193153573366999,0.3738101606192599,-0.20178320887610257,-0.15870556147833634,0.011003813911620799,0.49158842455157964,-0.40062464553550414,-0.14404092345348812,-0.29621623845772593,-0.2561394597597999,-0.7957933202701075,-0.1263471940369838,-0.1986906073194793,2.9690822545309756,-0.5701751690689331,-0.41162605263733304,-0.5027371378188683,0.9940993343796088,-1.7009851607103348,0.48234830104456883,-0.3085041022905789,-0.22395169890676386,-0.3914445813668568,0.2227606644962271,1.2279868993736556,0.1286290724882929,0.8909809633460553,1.3696978715735626,0.4762805800773517,1.0687953195323205,0.4359644135324248,-0.4687537134237323,-1.6276718223596318,0.25557904604775106,-0.4546088808459758,-1.1000484611738357,0.029486123825642578,7
AS14.01,2014-03-27,2014-03-27 11:26:05.217391360,0.4254230683182179,-0.14555222737441298,0.469909683721822,-0.11257861190551002,0.7873435789969827,-0.20178320887610257,0.08088165713332791,-0.21085223892708882,0.826911550819581,0.17528827860052462,-0.14404092345348812,0.9085708901351894,-0.2561394597597999,-0.2070022245663846,0.47514772624161167,0.26499578168871474,2.028696867713976,0.43347333550117656,-0.41162605263733304,0.0017619292213277029,1.1017694047656994,-1.7009851607103348,0.48234830104456883,-0.3085041022905789,-0.1939973650495868,-0.18351366495738394,-0.41970663006183334,0.25305621207632495,1.157409456440617,-0.1802806364939455,0.9108468588930203,1.404089371429018,0.4562299032195553,1.0531764963084493,-0.23104459363370755,-0.44685140509124277,-1.6065936393455817,0.2554075348752848,-0.41572139190528434,0.029486123825642578,7
AS14.01,2014-03-29,2014-03-29 11:30:00.000000000,-0.5032838186954904,-0.08327946922775081,0.06955155231048993,0.2803459086291319,-0.3002053910400232,-0.20178320887610257,-0.15870556147833634,0.1494887693393253,0.06581175906318101,0.024873010930836565,-0.14404092345348812,1.4123407816939606,-0.2561394597597999,-0.2070022245663846,0.47514772624161167,0.7286821706969084,0.49383961781179686,0.43347333550117656,-0.41162605263733304,1.0107600633017197,1.3171095455378805,-1.7009851607103348,0.48234830104456883,-0.3085041022905789,-0.2512709894622131,0.471312356943694,-0.19459885638680535,-0.2064207911457362,-0.42251814430773704,-0.7924301221168031,0.4519958462124782,-0.14225861415709243,0.9156539654541292,1.3617825376964618,-0.23104459363370755,0.2616408452697908,-0.20996412530058225,-0.4546088808459758,-1.55626650735287,1.2356089984078864,8
AS14.01,2014-03-30,2014-03-30 14:48:00.000000000,-0.6976531237092546,-0.11498441016954007,1.8564762557525254,1.2285181390466295,-0.3002053910400232,-0.20178320887610257,-0.15870556147833634,-0.12276685696672142,-0.045273527957537814,-0.40062464553550414,0.23701240428538492,1.7212720401077137,-0.2561394597597999,-0.7957933202701075,-0.5774683842459304,0.14907418443666615,0.48477702267908807,-0.5701751690689331,1.3923881270334286,1.5152591303419156,1.424779615923971,-1.7009851607103348,-1.6165691062262446,0.2610099792903746,-0.5319601521389522,-0.21217695191574854,0.39168291881232936,-0.17603330533774775,-0.22829710857785493,0.4318688491289121,-0.7716068542689676,0.4762805800773517,-0.15633551309320984,0.8988734756144433,0.7197918855263916,-0.210687321637565,0.25557904604775106,-0.21793674227222234,-0.41572139190528434,1.2356089984078864,8
AS14.01,2014-03-31,2014-03-31 11:30:00.000000000,-0.4798629774268767,-0.09412324705018556,-0.0727179563832594,0.027851031262598764,0.23115291634381666,0.1576419038871823,-0.15870556147833634,0.19595265537339346,-0.02534694047113744,0.5104888973567632,0.1917459492835966,0.4338024950169225,-0.2561394597597999,0.38178887113733834,0.17440026610231396,-0.1986906073194793,0.10697545640424952,-0.5701751690689331,-0.41162605263733304,-1.5117352718992603,1.5324496863100616,-1.7009851607103348,0.48234830104456883,-0.3085041022905789,-0.7270459351238218,-0.5066748635499022,-0.2511123545142999,0.42672606973678384,-0.19894134113680886,-0.6393927507110887,0.4519958462124782,-0.7607978083915364,0.4562299032195553,-0.18124766924359978,0.12551908605132966,0.7339690121771464,-0.20996412530058225,0.2554075348752848,-0.18761236881576723,0.029486123825642578,7
AS14.01,2014-04-01,2014-04-01 11:30:00.000000000,0.007719841440810628,-0.15100678350590438,-0.18789104472525567,-0.01609662056687609,0.8501602775212893,0.3477700348004011,0.35179457801546526,-0.026605131246365554,-0.20013538571342804,2.253513721423873,-0.14404092345348812,0.6009571554161083,-0.2561394597597999,-0.2070022245663846,0.47514772624161167,-1.589749774344061,0.12503737182068494,-0.5701751690689331,-0.41162605263733304,-1.0072362048590642,-1.6976524252726546,-0.06659337877501366,0.48234830104456883,-0.3085041022905789,-0.5084529777076382,-0.7113580623263505,-0.5280762559963736,-0.23413512984531368,0.38335309906155,0.1257941063174833,-0.6186565167087869,0.4762805800773517,-0.7689009294059749,0.4359644135324248,-0.23104459363370755,0.14355880354295178,0.7211222173960842,-0.21793674227222234,0.26860567736326724,-1.1766367507566013,6
AS14.01,2014-04-02,2014-04-02 11:30:00.000000000,-0.16037523738172604,-0.1179376495400554,-0.1868652645704374,-0.18356568777189705,0.6317552849904597,-0.20178320887610257,1.3663394438550849,0.2748801674804788,0.20437554098620872,-0.40062464553550414,-0.14404092345348812,0.6576116429007122,-0.2561394597597999,0.38178887113733834,0.6756460330011435,-0.044128477650081384,0.1490871963818269,-0.5701751690689331,-0.41162605263733304,-0.5027371378188683,-1.5899823548865641,-0.06659337877501366,0.48234830104456883,-0.3085041022905789,-0.019072846508235586,-0.4820112331039539,-0.7205728920043741,-0.518883172915279,-0.2550704878165316,0.4318688491289121,0.14609517109211673,-0.6061630098329255,0.4562299032195553,-0.7984597520196243,-1.6572993123738562,-0.210687321637565,0.13919325321066767,0.7287518120227917,-0.18761236881576723,-1.1766367507566013,6
AS14.01,2014-04-04,2014-04-04 11:30:00.000000000,0.091591953273674,-0.13369598210238381,0.14335229667717986,0.6100391729453242,-0.3002053910400232,-0.20178320887610257,-0.15870556147833634,0.030670253890749618,-0.18341277865327604,0.10782720146071598,-0.14404092345348812,0.27155041366332594,-0.2561394597597999,0.38178887113733834,0.47514772624161167,-0.6623769963276731,1.618038887884007,-0.5701751690689331,-0.41162605263733304,0.5062609962615237,-1.374642214114383,-0.06659337877501366,0.48234830104456883,-0.3085041022905789,-0.7255605533163041,-0.1455703912865232,-0.021995907779623944,-0.49503607510220865,-0.7213381980487885,-1.7106543505510894,0.6559296296260525,0.4762805800773517,0.14994719506317275,-0.6441567313256181,-1.6572993123738562,-0.05324459933511317,-1.6065936393455817,-0.21793674227222234,0.15455116581850858,-1.1766367507566013,6
AS14.01,2014-04-06,2014-04-06 11:30:00.000000000,-0.5418834930301218,0.06762099251046454,0.218277663819129,0.15723342984245858,-0.3002053910400232,0.19997141683513286,-0.15870556147833634,0.038728703540992525,-0.11786176817588793,-0.40062464553550414,-0.14404092345348812,0.16095984957824935,-0.2561394597597999,0.9705799668410613,-0.9534027094200526,-0.4305338018235762,0.18929921776429753,-0.5701751690689331,-0.41162605263733304,1.5152591303419156,-1.159302073342202,-0.06659337877501366,0.48234830104456883,-0.3085041022905789,-0.013365600352571323,0.11976703206028722,-0.719107223944099,-0.1697336959283427,-0.02751227479466081,-0.4863553793053743,0.4519958462124782,-1.6886065997432025,0.6604183753238103,0.4359644135324248,-0.23104459363370755,-0.6830154885449206,-1.6065936393455817,-0.06015531655638673,-1.55626650735287,-1.1766367507566013,6
